protein1,protein2,weight
AHCY,MTHFD1,0.7137137137137137
SYK,UBASH3B,0.7137137137137137
IL1B,RORC,0.7137137137137137
ARF3,RAB3A,0.7137137137137137
RANGAP1,SNUPN,0.7137137137137137
GDF3,LEFTY2,0.7137137137137137
COL3A1,PLOD2,0.7137137137137137
MYL12A,TPM4,0.7137137137137137
DOCK2,RABIF,0.7137137137137137
CADM1,NLGN3,0.7137137137137137
MAGEA3,TTN,0.7137137137137137
ERH,SRSF7,0.7137137137137137
GGT2,KIR3DL2,0.7137137137137137
CTLA4,TNFSF18,0.7137137137137137
F10,SERPINA5,0.7137137137137137
PUS1,TRMT61B,0.7137137137137137
LGALS1,LUM,0.7137137137137137
PRLR,TYK2,0.7137137137137137
POLR2F,TIMM10,0.7137137137137137
CNDP2,F13B,0.7137137137137137
EEF1G,ERP27,0.7137137137137137
TNFRSF6B,TNFSF8,0.7137137137137137
PMPCA,PNPT1,0.7137137137137137
IL22RA2,IL4,0.7137137137137137
NFKBIB,TNF,0.7137137137137137
CCL19,CCL24,0.7137137137137137
BMX,PLEK,0.7137137137137137
EGFR,SH2D3C,0.7137137137137137
PTH2,PTHLH,0.7137137137137137
MFAP4,MFAP5,0.7137137137137137
AP4M1,CD63,0.7137137137137137
GUCA1B,GUCA2B,0.7137137137137137
DDOST,EMC2,0.7137137137137137
S100A13,S100A3,0.7137137137137137
ID2,SPI1,0.7137137137137137
CBS,MAT2A,0.7137137137137137
C1GALT1C1,GALNT16,0.7137137137137137
CLEC11A,KITLG,0.7137137137137137
ACADM,ACADVL,0.7137137137137137
ERBB2,MST1R,0.7137137137137137
C8G,PLG,0.7137137137137137
EIF2S1,ERO1A,0.7137137137137137
GHDC,STAT5A,0.7137137137137137
LGALS4,TAF12,0.7137137137137137
PAFAH1B2,PLA2G2D,0.7137137137137137
SEC61B,TMED10,0.7137137137137137
CD8A,NAALADL1,0.7137137137137137
AGRP,STAT3,0.7137137137137137
PRKAR2A,RAB32,0.7137137137137137
HDAC2,JARID2,0.7137137137137137
FN1,SDC3,0.7137137137137137
NRXN2,SYT2,0.7137137137137137
MYC,POU2F1,0.7137137137137137
IGFBP1,PRL,0.7137137137137137
ITGB6,THBS4,0.7137137137137137
CDK2,SPART,0.7137137137137137
CD5L,UGT1A1,0.7137137137137137
GAPDHS,PSPH,0.7137137137137137
MME,SERPINA9,0.7137137137137137
ALB,ANXA8,0.7137137137137137
POMC,SSTR1,0.7137137137137137
ALOX5,PLA2G12A,0.7137137137137137
WFDC10B,WFDC3,0.7137137137137137
CTNNB1,DLL4,0.7137137137137137
BSG,NPTN,0.7137137137137137
CANX,TMX2,0.7137137137137137
COL15A1,COL1A1,0.7137137137137137
B3GAT1,KLRK1,0.7137137137137137
NUDT12,NUDT7,0.7137137137137137
GDNF,ROBO2,0.7137137137137137
KPNA4,XPO5,0.7127127127127127
CDH17,LIMA1,0.7127127127127127
PURB,RPSA,0.7127127127127127
ACAT1,ECHDC1,0.7127127127127127
NSDHL,UGDH,0.7127127127127127
PSMD9,SOD1,0.7127127127127127
CD300LF,TREM2,0.7127127127127127
PMS2,XRCC4,0.7127127127127127
BCHE,MAPT,0.7127127127127127
GRP,PGPEP1,0.7127127127127127
CRK,EFS,0.7127127127127127
CDC34,FLI1,0.7127127127127127
IL32,TNF,0.7127127127127127
ERH,HNRNPR,0.7127127127127127
NEUROG1,TCF12,0.7127127127127127
CTSK,MMP3,0.7127127127127127
EPHA2,EPHB1,0.7127127127127127
ATP5F1B,PHB2,0.7127127127127127
CFL2,RHOB,0.7127127127127127
LBP,TLR2,0.7127127127127127
AMY2A,TXNL1,0.7127127127127127
AGO1,TSN,0.7127127127127127
DEFB118,DEFB135,0.7127127127127127
G3BP2,SH2D3C,0.7127127127127127
CTSZ,GNS,0.7127127127127127
CSPG4,MPDZ,0.7127127127127127
RAB11A,TRAPPC4,0.7127127127127127
EDIL3,HAPLN1,0.7127127127127127
GFPT1,NAGK,0.7127127127127127
GHRL,HCAR2,0.7127127127127127
COL6A5,ITGA11,0.7127127127127127
HNRNPK,HNRNPLL,0.7127127127127127
IGHD,IGLL1,0.7127127127127127
ADAMTS13,CD46,0.7127127127127127
STX6,THOP1,0.7127127127127127
UBE2E1,UBE2V2,0.7127127127127127
IL17D,IL21R,0.7127127127127127
GNAQ,QRFP,0.7127127127127127
IL13,IL22RA2,0.7127127127127127
ADH5,GSTM5,0.7127127127127127
ADAT2,GNRH2,0.7127127127127127
AK5,NT5C1A,0.7127127127127127
CBS,GNMT,0.7127127127127127
AMH,GREM1,0.7127127127127127
DCTN2,HAUS1,0.7127127127127127
ANK2,TMOD3,0.7127127127127127
KCTD13,PPP4C,0.7127127127127127
DYRK1A,NRG3,0.7127127127127127
SAP18,SNRPA,0.7127127127127127
KRTDAP,WFDC5,0.7127127127127127
NPPC,OSTN,0.7127127127127127
APLN,SERPINA12,0.7127127127127127
C1D,RPL30,0.7127127127127127
ENO2,PFKFB3,0.7127127127127127
HSD17B1,HSD17B14,0.7127127127127127
IFI16,IRF9,0.7127127127127127
ITIH2,SERPIND1,0.7127127127127127
GFPT1,OGT,0.7127127127127127
CD3E,HMBS,0.7127127127127127
GREM1,SOST,0.7127127127127127
KLRK1,NCR3LG1,0.7127127127127127
OGG1,TDP1,0.7127127127127127
ITGB7,THBS3,0.7127127127127127
PGK2,RNASEH1,0.7127127127127127
ECM1,FN1,0.7127127127127127
FGF9,TNFRSF12A,0.7127127127127127
CD37,CD63,0.7127127127127127
SV2A,VAMP2,0.7127127127127127
S100A10,S100A13,0.7127127127127127
CD27,GZMK,0.7127127127127127
RTN4IP1,ZYX,0.7127127127127127
CD33,CEACAM8,0.7127127127127127
BTG1,PRMT1,0.7127127127127127
ABRAXAS1,UBE2N,0.7127127127127127
ARF3,RASA1,0.7127127127127127
HGF,SEMA6A,0.7127127127127127
EDAR,WNT10A,0.7127127127127127
HUS1,TP53,0.7127127127127127
SIT1,ZAP70,0.7127127127127127
GCHFR,PTS,0.7127127127127127
ST6GALNAC1,ST6GALNAC5,0.7127127127127127
DNAJC15,PPIF,0.7127127127127127
IL31,IL5,0.7127127127127127
NHP2,PUS1,0.7127127127127127
GZMH,KLRB1,0.7127127127127127
PAFAH2,PLA2G2D,0.7127127127127127
DHX58,STAT1,0.7127127127127127
NPPA,PRKACA,0.7127127127127127
IRAK4,IRF5,0.7127127127127127
HNRNPF,RBM4,0.7127127127127127
SSB,SYNCRIP,0.7127127127127127
NFKBIA,PTPN13,0.7127127127127127
DKK3,KREMEN2,0.7127127127127127
IL18R1,IL7R,0.7127127127127127
FKBP4,SERPINB2,0.7127127127127127
CDH1,NDRG1,0.7127127127127127
FGFR1,NTF3,0.7127127127127127
RAB43,TRAPPC3,0.7117117117117117
AMPH,GPHN,0.7117117117117117
MMP1,SERPINH1,0.7117117117117117
ADAM9,APP,0.7117117117117117
CNGB1,NRL,0.7117117117117117
CLEC1A,REG1B,0.7117117117117117
PLK1,PPP2R5D,0.7117117117117117
DEFB1,DEFB110,0.7117117117117117
HAO1,SHMT1,0.7117117117117117
DNPEP,ENPEP,0.7117117117117117
MGMT,PTEN,0.7117117117117117
S100A10,S100A16,0.7117117117117117
CDSN,TGM3,0.7117117117117117
CTF1,IL12RB1,0.7117117117117117
AMBP,UMOD,0.7117117117117117
LARGE1,POMGNT2,0.7117117117117117
PLA2G2E,PTGS2,0.7117117117117117
CDSN,LCE3C,0.7117117117117117
CD79A,TCL1A,0.7117117117117117
GCH1,TPH1,0.7117117117117117
ENO3,PYGB,0.7117117117117117
METAP2,SKP1,0.7117117117117117
PLA2G1B,PNLIPRP1,0.7117117117117117
DMBT1,ITIH4,0.7117117117117117
DUSP3,PTS,0.7117117117117117
IRAK4,TICAM2,0.7117117117117117
SH2D3C,SRC,0.7117117117117117
SPAST,UFD1,0.7117117117117117
TNFRSF12A,TNFRSF13C,0.7117117117117117
GDF2,NOG,0.7117117117117117
CDH23,CTNNA2,0.7117117117117117
TPM4,VCL,0.7117117117117117
ARHGAP1,ARHGDIA,0.7117117117117117
CLMP,OGG1,0.7117117117117117
FZD4,SFRP5,0.7117117117117117
RAB8B,VIM,0.7117117117117117
GNAQ,GRK5,0.7117117117117117
IL26,TYK2,0.7117117117117117
CCNA2,ZWILCH,0.7117117117117117
BET1L,VAMP1,0.7117117117117117
CNN2,VCL,0.7117117117117117
CLEC4A,TLR2,0.7117117117117117
DCN,OGN,0.7117117117117117
MPP5,RDX,0.7117117117117117
ACO1,ALAD,0.7117117117117117
ARPC2,CAPZA1,0.7117117117117117
C4BPB,CFHR3,0.7117117117117117
CNTN1,MCAM,0.7117117117117117
BACH2,BATF3,0.7117117117117117
ATRN,DPP4,0.7117117117117117
BAG3,BAG5,0.7117117117117117
AMPD2,PDE1B,0.7117117117117117
ATG4B,MAP1LC3B2,0.7117117117117117
USP1,USP14,0.7117117117117117
IRF8,STAT3,0.7117117117117117
CAND1,TBP,0.7117117117117117
APCS,GSN,0.7117117117117117
UBE2G2,UFD1,0.7117117117117117
UCHL5,USP1,0.7117117117117117
DNM1,EEA1,0.7117117117117117
ESD,MCEE,0.7117117117117117
CCNB1,GINS1,0.7117117117117117
KIR3DL3,NCAM1,0.7117117117117117
FCER1A,LILRA4,0.7117117117117117
IGF1R,MSTN,0.7117117117117117
CSRP3,ZYX,0.7117117117117117
ACAD8,HADH,0.7117117117117117
GSPT2,PAIP1,0.7117117117117117
CLIC4,SMAD3,0.7117117117117117
GGH,TSG101,0.7117117117117117
FGF19,NR0B2,0.7117117117117117
GNG11,PLCB1,0.7117117117117117
FARS2,SARS2,0.7117117117117117
B4GALT5,B4GALT6,0.7117117117117117
SAMM50,TIMM13,0.7117117117117117
SH3GL2,VAMP2,0.7117117117117117
HMGCS1,NFYA,0.7117117117117117
ANG,FST,0.7117117117117117
APLN,POMC,0.7117117117117117
NODAL,SMAD3,0.7117117117117117
GFPT2,OGT,0.7117117117117117
CPTP,GLTP,0.7117117117117117
ACAT2,IDI2,0.7117117117117117
NUDT2,NUDT3,0.7117117117117117
APOC1,SAA4,0.7117117117117117
GNG11,NMU,0.7117117117117117
GSTK1,GSTO1,0.7117117117117117
NR4A1,SQSTM1,0.7117117117117117
HIP1R,WASL,0.7117117117117117
IMPA2,PLCD1,0.7117117117117117
APCS,C4BPA,0.7117117117117117
C1R,CBLIF,0.7117117117117117
PLXNB3,SEMA5B,0.7117117117117117
GLRX2,TXNRD1,0.7117117117117117
CHGA,OLFM4,0.7117117117117117
MUTYH,PCNA,0.7117117117117117
DSG3,DSG4,0.7117117117117117
CD81,TSSC4,0.7117117117117117
UBE2D1,WWP2,0.7117117117117117
DLL1,MFAP5,0.7117117117117117
LRP2,SYT2,0.7117117117117117
MTHFD2,MTHFSD,0.7117117117117117
CASP2,HTRA2,0.7117117117117117
DLG4,NRG2,0.7117117117117117
ACP1,SAA4,0.7117117117117117
BLK,HNF1A,0.7117117117117117
PFN1,TAGLN2,0.7117117117117117
HSP90B1,UNC93B1,0.7107107107107107
PHB2,SPHK2,0.7107107107107107
F2,KLKB1,0.7107107107107107
PAFAH1B2,PLA2G5,0.7107107107107107
AMOT,CTNNB1,0.7107107107107107
APEX2,PCNA,0.7107107107107107
ENDOU,LGALS13,0.7107107107107107
ATF6B,TNXB,0.7107107107107107
H1-2,YBX1,0.7107107107107107
GDF7,GREM1,0.7107107107107107
ARFGAP1,COPB2,0.7107107107107107
MAK16,MRM2,0.7107107107107107
CBR3,UGT2A1,0.7107107107107107
CYP2C19,GSTT2B,0.7107107107107107
FGFR1,FLRT1,0.7107107107107107
EEF1G,OAZ1,0.7107107107107107
CD22,CD37,0.7107107107107107
PMPCA,TIMM50,0.7107107107107107
ARL5B,TOM1,0.7107107107107107
ETS2,JUN,0.7107107107107107
ADSL,PRPS2,0.7107107107107107
PFN4,TMOD4,0.7107107107107107
CTNNB1,NUMBL,0.7107107107107107
AZU1,SERPINA4,0.7107107107107107
MERTK,TIMD4,0.7107107107107107
COL1A1,PLOD3,0.7107107107107107
INHA,INHBC,0.7107107107107107
HUS1,RAD51C,0.7107107107107107
BAMBI,TGFBR2,0.7107107107107107
EPHA10,EPHB6,0.7107107107107107
CBX3,NELFE,0.7107107107107107
RAC1,RHOG,0.7107107107107107
EGLN1,EPOR,0.7107107107107107
ATG4B,CTSF,0.7107107107107107
CD7,CD99L2,0.7107107107107107
ADGRG1,COL3A1,0.7107107107107107
NRGN,VSNL1,0.7107107107107107
FBLIM1,ILK,0.7107107107107107
AMPD2,PDE1A,0.7107107107107107
BET1L,NAPA,0.7107107107107107
PDCD4,SMAD2,0.7107107107107107
CA4,RP9,0.7107107107107107
ERBB4,NTF3,0.7107107107107107
ATG4A,MAP1LC3B2,0.7107107107107107
MASP1,PLAU,0.7107107107107107
ARHGAP5,RHOC,0.7107107107107107
CDKN2D,NFKBIA,0.7107107107107107
PFN1,SH3BGRL3,0.7107107107107107
APOC3,SERPINA7,0.7107107107107107
COL6A2,COL9A1,0.7107107107107107
AFP,SERPINA7,0.7107107107107107
NOG,PAEP,0.7107107107107107
CADM1,NRXN2,0.7107107107107107
MYLPF,TTN,0.7107107107107107
C2,CFB,0.7107107107107107
GZMH,GZMM,0.7107107107107107
MMP9,PRTN3,0.7107107107107107
FGG,SERPINA5,0.7107107107107107
COPE,GOSR1,0.7107107107107107
MPG,NEIL2,0.7107107107107107
LMNB2,MYC,0.7107107107107107
POLB,POLM,0.7107107107107107
B3GAT1,NCR3,0.7107107107107107
ITGA11,PARVA,0.7107107107107107
CASP10,CASP4,0.7107107107107107
HECW1,UBE2K,0.7107107107107107
ALB,DMBT1,0.7107107107107107
DNM1L,YME1L1,0.7107107107107107
BRF1,GTF2E1,0.7107107107107107
EPHA2,EPHB3,0.7107107107107107
ABL2,FLT3,0.7107107107107107
IL22RA2,IL5,0.7107107107107107
DEFB107A,DEFB116,0.7107107107107107
CNOT9,LSM12,0.7107107107107107
OAS1,SAMHD1,0.7107107107107107
GLUL,OAT,0.7107107107107107
FGF9,HDGF,0.7107107107107107
GHRH,OXT,0.7107107107107107
HRAS,RGS14,0.7107107107107107
CLEC1B,PF4,0.7107107107107107
GCDH,UBE2E1,0.7107107107107107
COMP,ITGA5,0.7107107107107107
LPCAT2,PLA2G10,0.7107107107107107
AARSD1,KARS1,0.7107107107107107
GPC3,TFPI,0.7107107107107107
DCTN2,KIF3A,0.7107107107107107
DNAJB11,ERP29,0.7097097097097097
LSM1,SNRPD3,0.7097097097097097
IL31,TNF,0.7097097097097097
LRP2,SHBG,0.7097097097097097
INSL3,STAR,0.7097097097097097
TNNI2,TTN,0.7097097097097097
TIMP2,TIMP4,0.7097097097097097
UBC,VPS28,0.7097097097097097
CHMP1A,PDCD6IP,0.7097097097097097
ACADL,FASN,0.7097097097097097
PAX3,YAP1,0.7097097097097097
CD2,CD96,0.7097097097097097
RYBP,SCMH1,0.7097097097097097
LRPAP1,RAB3D,0.7097097097097097
EIF4E,ZFP36,0.7097097097097097
FAM172A,PLAC8L1,0.7097097097097097
JARID2,RYBP,0.7097097097097097
CCL21,NTAN1,0.7097097097097097
RFFL,RNF34,0.7097097097097097
LAMA3,PTK2,0.7097097097097097
COPB2,TMED9,0.7097097097097097
CYTH2,ITGB2,0.7097097097097097
CTHRC1,POSTN,0.7097097097097097
DEFA3,DEFB107A,0.7097097097097097
APOE,RELN,0.7097097097097097
CUBN,TCN2,0.7097097097097097
HSPB6,TSG101,0.7097097097097097
IGBP1,ITGB1,0.7097097097097097
AK2,PDE2A,0.7097097097097097
ENTPD6,PDE2A,0.7097097097097097
SCGN,TAC1,0.7097097097097097
GDPD1,PLA2G1B,0.7097097097097097
PFN4,TLR5,0.7097097097097097
CTCF,EED,0.7097097097097097
EXOC7,RAPGEF1,0.7097097097097097
AK2,PDE11A,0.7097097097097097
SERPINB5,TP53,0.7097097097097097
GDF5,TGFBR3,0.7097097097097097
PARP11,PARP16,0.7097097097097097
METAP2,RPS14,0.7097097097097097
CNOT9,CS,0.7097097097097097
CYB5R1,POR,0.7097097097097097
BACH2,XBP1,0.7097097097097097
CHD7,GNRH1,0.7097097097097097
CTBP1,DMRTB1,0.7097097097097097
IBSP,PTK2,0.7097097097097097
NT5E,PDE4A,0.7097097097097097
IFNAR1,IL12B,0.7097097097097097
CNGB1,GUCA1A,0.7097097097097097
PLA2G1B,PLA2G2A,0.7097097097097097
SIGLEC5,TLR2,0.7097097097097097
HMGA1,PSIP1,0.7097097097097097
ALB,HAMP,0.7097097097097097
AMBP,PRSS1,0.7097097097097097
RBBP6,YBX1,0.7097097097097097
PIAS3,SUMO4,0.7097097097097097
CLEC12A,STX6,0.7097097097097097
CEP41,TMEM237,0.7097097097097097
A2ML1,EVPL,0.7097097097097097
DPT,POSTN,0.7097097097097097
CLC,LGALS2,0.7097097097097097
DDR2,SHC1,0.7097097097097097
CTSC,LGMN,0.7097097097097097
KPNA1,PKM,0.7097097097097097
ALKBH3,TRMT6,0.7097097097097097
PUF60,SNRPD3,0.7097097097097097
PRKN,SH3GL3,0.7097097097097097
RAB1B,TMED10,0.7097097097097097
H2AC1,RPS27A,0.7097097097097097
FABP5,NOTCH3,0.7097097097097097
NUDT21,SRSF6,0.7097097097097097
NCBP1,NUDT21,0.7097097097097097
MRPL14,TP53I13,0.7097097097097097
MAD2L1,SPDL1,0.7097097097097097
CALD1,MYL12B,0.7097097097097097
AZGP1,MSMB,0.7097097097097097
SAR1B,TMED10,0.7097097097097097
BMI1,MAPKAPK3,0.7097097097097097
ITGB6,THBS3,0.7097097097097097
CPLX1,SYN3,0.7097097097097097
CD81,MFGE8,0.7097097097097097
CREBBP,THRB,0.7097097097097097
DOHH,PES1,0.7097097097097097
CEBPB,IRF8,0.7097097097097097
MAPK3,PLAAT3,0.7097097097097097
B3GAT1,NCR1,0.7097097097097097
HACL1,IDH3G,0.7097097097097097
TOP1,XRCC1,0.7097097097097097
ATP5MF,NDUFV2,0.7097097097097097
DYNLT1,KIR2DL3,0.7097097097097097
KDM1A,SMYD2,0.7097097097097097
ESRRA,STUB1,0.7097097097097097
H2AW,HDAC2,0.7097097097097097
AZGP1,B2M,0.7097097097097097
MRPL33,MTRF1L,0.7097097097097097
IL18R1,KLRB1,0.7087087087087087
IL6,MIF,0.7087087087087087
COX19,SCO1,0.7087087087087087
BRDT,H3C1,0.7087087087087087
ACAA1,IVD,0.7087087087087087
BAG4,PIK3R1,0.7087087087087087
UBE2L3,UBE2W,0.7087087087087087
ADAMTS4,BGN,0.7087087087087087
DCTD,NUDT15,0.7087087087087087
ITGA6,PARVA,0.7087087087087087
CTPS1,NUDT15,0.7087087087087087
RAB32,RASA1,0.7087087087087087
DAPP1,PIK3AP1,0.7087087087087087
H2AZ1,SMC3,0.7087087087087087
MX1,SIGLEC1,0.7087087087087087
CLC,RNASE3,0.7087087087087087
ARF3,NCF4,0.7087087087087087
LILRB1,PILRA,0.7087087087087087
MATN3,PDIA4,0.7087087087087087
JMJD6,TIMD4,0.7087087087087087
CLEC12A,HAVCR2,0.7087087087087087
CD55,CFP,0.7087087087087087
ACHE,CD55,0.7087087087087087
LGALS4,SHKBP1,0.7087087087087087
KDM1A,USP28,0.7087087087087087
PNPLA2,PPARGC1A,0.7087087087087087
MMEL1,NPPA,0.7087087087087087
APEX1,SIRT6,0.7087087087087087
GFPT2,PGM2,0.7087087087087087
NR3C2,PGR,0.7087087087087087
MEF2C,TNNT2,0.7087087087087087
BLVRA,POR,0.7087087087087087
APP,COL25A1,0.7087087087087087
C1QBP,HABP4,0.7087087087087087
IL17A,RAG1,0.7087087087087087
DSG2,TTN,0.7087087087087087
DCUN1D3,NAE1,0.7087087087087087
GDA,STIP1,0.7087087087087087
RAB35,TBC1D13,0.7087087087087087
PGM1,SORD,0.7087087087087087
H3C1,TADA2A,0.7087087087087087
CD86,IRF8,0.7087087087087087
CMA1,TPSAB1,0.7087087087087087
CR2,FCRL4,0.7087087087087087
BMI1,LRIG1,0.7087087087087087
TNFAIP3,ZC3H12A,0.7087087087087087
MGAT5,POMGNT1,0.7087087087087087
AMOT,DVL2,0.7087087087087087
CUL9,UBE2L3,0.7087087087087087
BAP1,PBRM1,0.7087087087087087
EIF2A,RPS19,0.7087087087087087
KLHL40,TPM2,0.7087087087087087
NPDC1,PIANP,0.7087087087087087
HMOX2,NFE2L2,0.7087087087087087
FANCL,RAD51D,0.7087087087087087
FABP3,TNNI3,0.7087087087087087
DECR1,HSD17B4,0.7087087087087087
PPP1R9B,TIAM1,0.7087087087087087
CCL16,CXCL3,0.7087087087087087
RAB1B,TMED2,0.7087087087087087
FBL,RTCA,0.7087087087087087
BIN1,EHD1,0.7087087087087087
CYBRD1,TMPRSS6,0.7087087087087087
BLVRB,UGT1A1,0.7087087087087087
GGH,TYMS,0.7087087087087087
CDH10,NLGN1,0.7087087087087087
ALCAM,EGFR,0.7087087087087087
KPNA2,XPO5,0.7087087087087087
EDN3,GFRA1,0.7087087087087087
SNAP23,TSNARE1,0.7087087087087087
CCL24,CXCL9,0.7087087087087087
SMNDC1,SNRPF,0.7087087087087087
CAPZB,CNOT1,0.7087087087087087
FABP5,PPARA,0.7087087087087087
ERCC4,RAD51D,0.7087087087087087
COL6A1,COL9A3,0.7087087087087087
RORC,STAT6,0.7087087087087087
TNF,TNFRSF21,0.7087087087087087
CCL5,IFIT2,0.7087087087087087
CCL15,CCL27,0.7087087087087087
ASB9,CKMT2,0.7087087087087087
DGKB,PLCG1,0.7087087087087087
OTUD3,OTUD7B,0.7087087087087087
AK1,ALAD,0.7087087087087087
HYAL1,MST1R,0.7087087087087087
EIF4EBP1,RPS6KA1,0.7087087087087087
HBEGF,NRG4,0.7087087087087087
ANGPT4,FGFR2,0.7087087087087087
ADH4,UGT1A6,0.7087087087087087
ADH4,GSTM3,0.7087087087087087
MLF1,NRBP1,0.7087087087087087
PPP4R3A,VASP,0.7087087087087087
ASNS,PSPH,0.7087087087087087
AK4,AMPD2,0.7087087087087087
ACE2,PDYN,0.7087087087087087
LAIR1,SPN,0.7087087087087087
AMT,PIPOX,0.7087087087087087
IFNGR2,IL13RA1,0.7087087087087087
FGF8,FLRT3,0.7077077077077077
HIRIP3,KIF22,0.7077077077077077
CDH5,LYVE1,0.7077077077077077
FGF10,TBX3,0.7077077077077077
DECR2,SCP2,0.7077077077077077
CTBP1,TYMS,0.7077077077077077
CEBPE,ELANE,0.7077077077077077
KCTD3,KCTD7,0.7077077077077077
CNTFR,EGF,0.7077077077077077
CD14,PLCG2,0.7077077077077077
ARF4,COPE,0.7077077077077077
BMP4,WFIKKN1,0.7077077077077077
LAMTOR2,TSC2,0.7077077077077077
MAGEA3,TP53,0.7077077077077077
EXOC7,RAB13,0.7077077077077077
NLGN2,SHBG,0.7077077077077077
TNF,UMOD,0.7077077077077077
HSPA8,SERPINH1,0.7077077077077077
PNOC,SSTR1,0.7077077077077077
CD48,ULBP1,0.7077077077077077
FTH1,TG,0.7077077077077077
NIP7,RTCA,0.7077077077077077
AHSG,ITIH1,0.7077077077077077
FLRT2,UNC5B,0.7077077077077077
NPM1,SET,0.7077077077077077
CFTR,PRSS2,0.7077077077077077
BCAP31,RER1,0.7077077077077077
CHEK2,TIMELESS,0.7077077077077077
CDH5,ROBO4,0.7077077077077077
C9,CFI,0.7077077077077077
ADRM1,TXNL1,0.7077077077077077
JUN,PAGE4,0.7077077077077077
CTRB1,TAT,0.7077077077077077
APOH,LDLR,0.7077077077077077
ATP1B1,PRKACA,0.7077077077077077
IGF2,NNAT,0.7077077077077077
UBA3,UBE2E3,0.7077077077077077
UBA3,UBE2B,0.7077077077077077
APP,ECE1,0.7077077077077077
CLCA1,NMES1,0.7077077077077077
ADAMTS4,FBLN5,0.7077077077077077
CASP2,DIABLO,0.7077077077077077
GCHFR,SPR,0.7077077077077077
HMGA2,SNAI2,0.7077077077077077
DLG3,HOMER1,0.7077077077077077
ATP5IF1,COX5B,0.7077077077077077
MAD1L1,ZW10,0.7077077077077077
HIF1AN,NFKBIB,0.7077077077077077
BRD2,RUNX3,0.7077077077077077
CYP2C19,GSTM5,0.7077077077077077
ASPSCR1,TBC1D25,0.7077077077077077
LTF,MB,0.7077077077077077
DNAJB6,HSP90AB1,0.7077077077077077
BRD4,HEXIM2,0.7077077077077077
CDH15,CDH17,0.7077077077077077
ALPL,NT5E,0.7077077077077077
CMPK1,RPL5,0.7077077077077077
CNOT9,MYB,0.7077077077077077
FSHB,MPPED2,0.7077077077077077
MMP9,S100A12,0.7077077077077077
GDI2,RAB2A,0.7077077077077077
ATOH1,HES5,0.7077077077077077
PAX3,TYRP1,0.7077077077077077
B3GAT1,IFNG,0.7077077077077077
PTK6,STAT3,0.7077077077077077
BOLA2,FXN,0.7077077077077077
CRH,PENK,0.7077077077077077
EMG1,WDR18,0.7077077077077077
GNGT2,MRAS,0.7077077077077077
EIF3J,EIF4G2,0.7077077077077077
MAP3K11,RAC1,0.7077077077077077
RBP1,RDH12,0.7077077077077077
GGA3,SORT1,0.7077077077077077
ARG2,IDO1,0.7077077077077077
CCNA2,SKA1,0.7077077077077077
F11R,NECTIN1,0.7077077077077077
ALK,BCL2A1,0.7077077077077077
MCTS1,UBE2A,0.7077077077077077
GLS,LGSN,0.7077077077077077
APOD,AZGP1,0.7077077077077077
EMC2,ERLIN1,0.7077077077077077
FAM20C,PKDCC,0.7077077077077077
ARL5B,KLC1,0.7077077077077077
COMP,HAPLN1,0.7077077077077077
COA7,SCO1,0.7077077077077077
CNTFR,IL12B,0.7077077077077077
ERLEC1,SHH,0.7077077077077077
CRH,NR3C2,0.7077077077077077
EIF2AK4,EIF4E,0.7077077077077077
TBK1,TXLNA,0.7077077077077077
UBA3,URM1,0.7077077077077077
C1orf198,NDUFA5,0.7077077077077077
GABARAPL1,URM1,0.7077077077077077
KLKB1,PROC,0.7077077077077077
ADCYAP1,NPY,0.7077077077077077
FN1,MMP12,0.7077077077077077
ECHDC1,HADH,0.7077077077077077
ACOX1,HACL1,0.7077077077077077
CD4,ICAM3,0.7077077077077077
MMP12,PLG,0.7077077077077077
BCHE,F2,0.7067067067067067
ACP6,CHD1L,0.7067067067067067
DHRS11,GUK1,0.7067067067067067
NEDD8,USP21,0.7067067067067067
ADD2,GAPDH,0.7067067067067067
EXOC7,VAMP2,0.7067067067067067
DDX39B,MBNL1,0.7067067067067067
CREBBP,THRA,0.7067067067067067
IFNE,IFNL3,0.7067067067067067
PFN1,TLR10,0.7067067067067067
LRRK2,SNCAIP,0.7067067067067067
PDLIM1,VCL,0.7067067067067067
PRLR,THPO,0.7067067067067067
F9,KLKB1,0.7067067067067067
CTSF,GABARAPL1,0.7067067067067067
POU2F1,STAT3,0.7067067067067067
LSM1,SNRPG,0.7067067067067067
COL6A3,P3H1,0.7067067067067067
CTLA4,PMEL,0.7067067067067067
A1CF,CDA,0.7067067067067067
CHCHD10,UBQLN2,0.7067067067067067
FOLR1,MSLN,0.7067067067067067
PLA2G12A,PLD3,0.7067067067067067
LIN7A,NRXN2,0.7067067067067067
CYGB,GPT,0.7067067067067067
IRF2,KAT2B,0.7067067067067067
SPACA1,SPACA3,0.7067067067067067
NECTIN1,PVR,0.7067067067067067
PLA2G12B,PLD3,0.7067067067067067
ST13,UBE2D1,0.7067067067067067
FCGR3A,KIR2DL3,0.7067067067067067
C4BPB,CFHR1,0.7067067067067067
MUC1,THBS3,0.7067067067067067
GFPT1,PUDP,0.7067067067067067
GFPT2,PUDP,0.7067067067067067
ATOX1,GLRX,0.7067067067067067
CREB1,USF1,0.7067067067067067
PSMC5,THRB,0.7067067067067067
RAB2A,RASA1,0.7067067067067067
HSP90AA1,RPS6KB2,0.7067067067067067
PPIE,RALYL,0.7067067067067067
CANX,CISD2,0.7067067067067067
